property_id,listing_status,listing_type,listing_date,building___society,area___locality,city,pincode,property_type,bedrooms__bhk,bathrooms,area__sq__ft,area_type,floor_number,total_floors,furnishing,facing_direction,parking__cars,property_age__yrs,amenities,asking_price__â_¹,monthly_rent__â_¹,security_deposit__â_¹,maint____month__â_¹,price_negotiable,commission,owner_name,owner_phone,price_per_sqft,rent_per_sqft,normalized_location,maint___month__â_¹
RENT-OFFI-115,Available,Rent,2024-12-01,Mannan Apartments,Kanakia,Mira Bhayandar,401101.0,Office Space,,1,1365,Carpet,9,2,Unfurnished,North,1,21,integrate turn-key experiences,,89000.0,178000.0,0.0,1,1.0,Gautami Sani,910197161756.0,,65.2014652014652,kanakia,
SALE-BUNG-116,Available,Sale,2024-11-14,Rama Greens,Golden Nest,Mira Bhayandar,401107.0,Bungalow,5.0,6,2462,Built-up,0,2,Semi-Furnished,West,2,4,integrate collaborative vortals,49300000.0,,,0.0,0,1.0,Manya Deep,911665988013.0,20024.37043054428,,golden nest,
SALE-BUNG-117,Available,Sale,2024-05-08,Grover Greens,Beverly Park,Mira Bhayandar,401101.0,Bungalow,4.0,6,2075,Built-up,0,2,Fully Furnished,North-East,0,15,matrix intuitive communities,29700000.0,,,0.0,0,2.0,Oni Deep,917229589787.0,14313.253012048192,,beverly park,
SALE-BUNG-118,Available,Sale,2024-02-15,Prabhu Towers,Bhayandar West,Mira Bhayandar,401101.0,Bungalow,5.0,6,2631,Carpet,0,2,Unfurnished,South,1,2,enable integrated methodologies,35700000.0,,,0.0,1,2.0,Rehaan Mody,915923287502.0,13568.985176738885,,bhayandar west,
RENT-OFFI-119,Available,Rent,2024-12-26,Kibe Heights,Golden Nest,Mira Bhayandar,401107.0,Office Space,,0,1317,Carpet,19,2,Semi-Furnished,West,1,24,enable ubiquitous schemas,,145000.0,725000.0,0.0,0,2.0,Dominic Sawhney,910832798068.0,,110.09870918754746,golden nest,
SALE-APAR-120,Available,Sale,2023-08-29,Bhardwaj Heights,Naya Nagar,Mira Bhayandar,401105.0,Apartment,1.0,1,470,Built-up,11,7,Fully Furnished,West,0,6,extend real-time communities,6700000.0,,,1187.0,1,1.0,Balendra Thaman,913266510264.0,14255.31914893617,,naya nagar,
SALE-APAR-121,Available,Sale,2023-09-14,Som Heights,Shivar Garden,Mira Bhayandar,401107.0,Apartment,2.0,3,817,Carpet,1,16,Fully Furnished,South-West,0,20,aggregate mission-critical applications,9300000.0,,,3050.0,0,1.0,Naksh Bedi,919484290971.0,11383.10893512852,,shivar garden,
SALE-BUNG-122,Available,Sale,2023-10-27,Yohannan Greens,Beverly Park,Mira Bhayandar,401105.0,Bungalow,3.0,5,2299,Carpet,0,2,Semi-Furnished,South,0,5,evolve end-to-end partnerships,48600000.0,,,0.0,1,2.0,Logan Kadakia,917318812062.0,21139.62592431492,,beverly park,
SALE-BUNG-123,Available,Sale,2024-05-19,Bava Greens,Naya Nagar,Mira Bhayandar,401101.0,Bungalow,3.0,5,3096,Built-up,0,2,Fully Furnished,North,0,15,benchmark customized initiatives,49200000.0,,,0.0,1,1.0,Omkaar Mohanty,9313483319.0,15891.472868217052,,naya nagar,
RENT-SHOP-124,Available,Rent,2023-12-06,Kanda Greens,Shanti Nagar,Mira Bhayandar,401107.0,Shop,,0,980,Carpet,3,2,Unfurnished,South-West,2,8,streamline B2B e-services,,78000.0,390000.0,0.0,0,1.0,Bachittar Borah,9527423558.0,,79.59183673469387,shanti nagar,
SALE-OFFI-125,Available,Sale,2024-05-15,Kunda Plaza,Golden Nest,Mira Bhayandar,401101.0,Office Space,,0,2276,Built-up,20,2,Semi-Furnished,East,0,19,generate cross-platform users,29600000.0,,,0.0,1,1.0,Rayaan Sarkar,6461471716.0,13005.272407732864,,golden nest,
SALE-BUNG-126,Available,Sale,2025-01-24,Ghose Heights,Mira Road East,Mira Bhayandar,401107.0,Bungalow,4.0,5,2978,Built-up,0,2,Fully Furnished,North-East,1,9,re-contextualize real-time channels,40800000.0,,,0.0,0,2.0,Oliver Sura,59473005.0,13700.470114170585,,mira road east,
RENT-SHOP-127,Available,Rent,2024-06-15,Sagar Towers,Naya Nagar,Mira Bhayandar,401101.0,Shop,,0,2234,Carpet,11,2,Unfurnished,North-East,1,2,productize transparent methodologies,,104000.0,208000.0,0.0,1,1.0,Edhitha Bakshi,8924072893.0,,46.55326768128917,naya nagar,
SALE-OFFI-128,Available,Sale,2025-05-27,Chauhan Heights,Golden Nest,Mira Bhayandar,401107.0,Office Space,,1,1027,Carpet,15,2,Semi-Furnished,South,2,9,deliver compelling functionalities,14600000.0,,,0.0,0,1.0,Devansh Dhar,916979552265.0,14216.163583252192,,golden nest,
SALE-APAR-129,Available,Sale,2024-10-29,Datta Greens,Shivar Garden,Mira Bhayandar,401101.0,Apartment,3.0,3,1363,Carpet,12,27,Unfurnished,South-West,2,18,streamline distributed channels,25400000.0,,,3939.0,0,2.0,Kamala Soni,5075942433.0,18635.36316947909,,shivar garden,
RENT-APAR-130,Available,Rent,2023-10-07,Keer Park,Naya Nagar,Mira Bhayandar,401101.0,Apartment,3.0,4,1197,Carpet,8,6,Unfurnished,North,0,18,repurpose world-class mindshare,,46000.0,92000.0,4708.0,1,2.0,Pahal Kashyap,919992437523.0,,38.42940685045948,naya nagar,
SALE-SHOP-131,Available,Sale,2023-09-27,Pillay Greens,Beverly Park,Mira Bhayandar,401105.0,Shop,,1,2425,Built-up,19,2,Unfurnished,South-West,0,10,harness open-source relationships,7000000.0,,,0.0,1,2.0,Amruta Sant,919290768000.0,2886.59793814433,,beverly park,
RENT-OFFI-132,Available,Rent,2024-06-17,Basak Complex,Bhayandar East,Mira Bhayandar,401107.0,Office Space,,0,1204,Built-up,13,2,Unfurnished,South-West,2,20,incubate robust e-services,,181000.0,905000.0,0.0,1,1.0,Zaitra Rajan,7746234874.0,,150.33222591362127,bhayandar east,
SALE-APAR-133,Available,Sale,2025-01-26,Raj Heights,Shivar Garden,Mira Bhayandar,401107.0,Apartment,1.0,2,498,Carpet,13,24,Semi-Furnished,North-East,0,25,incubate world-class architectures,7400000.0,,,1910.0,0,2.0,Fariq Dhillon,7572646838.0,14859.437751004016,,shivar garden,
SALE-BUNG-134,Available,Sale,2024-12-14,Nadkarni Towers,Bhayandar West,Mira Bhayandar,401107.0,Bungalow,3.0,5,2491,Built-up,0,2,Unfurnished,West,0,10,aggregate back-end solutions,44500000.0,,,0.0,1,2.0,Ranbir Anand,9584596798.0,17864.311521477317,,bhayandar west,
RENT-SHOP-135,Available,Rent,2025-02-21,Sarna Plaza,Shanti Nagar,Mira Bhayandar,401105.0,Shop,,1,332,Built-up,1,2,Unfurnished,South-West,0,24,monetize efficient deliverables,,200000.0,1000000.0,0.0,0,2.0,Arjun Narain,914933831621.0,,602.4096385542168,shanti nagar,
SALE-OFFI-136,Available,Sale,2023-11-15,Badami Greens,Bhayandar West,Mira Bhayandar,401101.0,Office Space,,1,2233,Carpet,15,2,Semi-Furnished,North-East,0,20,whiteboard efficient vortals,7200000.0,,,0.0,0,1.0,Advay Sahota,915529626081.0,3224.3618450515,,bhayandar west,
RENT-APAR-137,Available,Rent,2025-04-14,Khalsa Park,Beverly Park,Mira Bhayandar,401101.0,Apartment,3.0,4,1379,Carpet,24,13,Semi-Furnished,South-West,1,24,incubate best-of-breed portals,,63000.0,189000.0,3623.0,1,2.0,Tanish Pai,915514437221.0,,45.68527918781726,beverly park,
SALE-BUNG-138,Available,Sale,2025-03-18,Nadkarni Gardens,Shivar Garden,Mira Bhayandar,401105.0,Bungalow,4.0,6,1808,Built-up,0,2,Fully Furnished,West,0,9,strategize vertical info-mediaries,38100000.0,,,0.0,1,2.0,Chaitaly Varty,2672789130.0,21073.00884955752,,shivar garden,
SALE-APAR-139,Available,Sale,2025-04-28,Gill Gardens,Golden Nest,Mira Bhayandar,401101.0,Apartment,3.0,4,1265,Carpet,24,11,Fully Furnished,East,0,24,re-contextualize impactful content,19500000.0,,,4989.0,1,2.0,Champak Dhar,7534330758.0,15415.01976284585,,golden nest,
RENT-SHOP-140,Available,Rent,2023-09-10,Sen Complex,Bhayandar East,Mira Bhayandar,401105.0,Shop,,0,1152,Built-up,20,2,Unfurnished,North-East,2,1,cultivate scalable metrics,,176000.0,880000.0,0.0,1,2.0,Triveni Sinha,8209879454.0,,152.77777777777777,bhayandar east,
RENT-OFFI-141,Available,Rent,2025-03-08,Lad Apartments,Bhayandar West,Mira Bhayandar,401107.0,Office Space,,0,899,Carpet,6,2,Fully Furnished,East,2,24,engineer rich interfaces,,101000.0,505000.0,0.0,1,2.0,Priya Garg,4842112093.0,,112.34705228031146,bhayandar west,
SALE-SHOP-142,Available,Sale,2023-12-11,Sheth Apartments,Golden Nest,Mira Bhayandar,401105.0,Shop,,1,948,Carpet,18,2,Unfurnished,North,1,12,engineer rich relationships,20600000.0,,,0.0,1,2.0,Omaja Dua,5009236650.0,21729.95780590717,,golden nest,
SALE-OFFI-143,Available,Sale,2025-07-04,Thaker Greens,Golden Nest,Mira Bhayandar,401107.0,Office Space,,1,1976,Built-up,25,2,Fully Furnished,South,2,15,matrix seamless solutions,8300000.0,,,0.0,1,1.0,Lopa Gaba,8388390914.0,4200.404858299595,,golden nest,
SALE-SHOP-144,Available,Sale,2024-12-02,Bala Enclave,Shivar Garden,Mira Bhayandar,401101.0,Shop,,0,2483,Carpet,16,2,Unfurnished,West,1,1,reinvent real-time initiatives,26300000.0,,,0.0,0,1.0,Aarna Shere,916369606203.0,10592.025775271848,,shivar garden,
SALE-APAR-145,Available,Sale,2025-07-21,Ramakrishnan Heights,Mira Road East,Mira Bhayandar,401107.0,Apartment,3.0,4,1643,Built-up,7,27,Fully Furnished,South,2,10,drive 24/7 metrics,22500000.0,,,5949.0,0,1.0,Gaurangi Sarkar,9107442318.0,13694.461351186854,,mira road east,
RENT-OFFI-146,Available,Rent,2024-10-15,Bal Enclave,Mira Road East,Mira Bhayandar,401101.0,Office Space,,1,2477,Carpet,16,2,Unfurnished,North-East,2,19,syndicate scalable action-items,,200000.0,800000.0,0.0,0,1.0,Kamya Thakur,8520194719.0,,80.74283407347598,mira road east,
SALE-APAR-147,Available,Sale,2025-03-27,Atwal Park,Jesal Park,Mira Bhayandar,401101.0,Apartment,2.0,2,674,Built-up,23,21,Fully Furnished,West,1,7,empower innovative web-readiness,10400000.0,,,2120.0,0,1.0,Ekantika Chowdhury,914645207057.0,15430.26706231454,,jesal park,
SALE-SHOP-148,Available,Sale,2024-11-11,Kara Gardens,Shanti Nagar,Mira Bhayandar,401107.0,Shop,,1,1019,Carpet,0,2,Unfurnished,East,1,1,unleash user-centric web services,9800000.0,,,0.0,1,2.0,Mahika Magar,8721104146.0,9617.271835132482,,shanti nagar,
SALE-OFFI-149,Available,Sale,2024-03-10,Modi Towers,Jesal Park,Mira Bhayandar,401107.0,Office Space,,1,2425,Built-up,19,2,Semi-Furnished,East,1,23,deliver dot-com niches,22100000.0,,,0.0,1,1.0,Nathaniel Muni,915505354691.0,9113.40206185567,,jesal park,
SALE-BUNG-150,Available,Sale,2023-08-05,Kant Apartments,Golden Nest,Mira Bhayandar,401107.0,Bungalow,5.0,6,2855,Carpet,0,2,Semi-Furnished,East,1,12,re-intermediate cutting-edge mindshare,44000000.0,,,0.0,1,1.0,Rachita Sarin,2676090950.0,15411.558669001752,,golden nest,
SALE-SHOP-151,Available,Sale,2024-09-05,Vaidya Heights,Kanakia,Mira Bhayandar,401107.0,Shop,,1,1557,Built-up,8,2,Unfurnished,South-West,1,17,whiteboard ubiquitous e-business,29700000.0,,,0.0,0,2.0,Christopher Sekhon,6318862209.0,19075.14450867052,,kanakia,
SALE-BUNG-152,Available,Sale,2025-02-09,Dutt Towers,Kanakia,Mira Bhayandar,401107.0,Bungalow,4.0,5,2846,Carpet,0,2,Fully Furnished,North,0,3,expedite dynamic deliverables,35900000.0,,,0.0,1,1.0,Arjun Reddy,5346670273.0,12614.195361911454,,kanakia,
SALE-BUNG-153,Available,Sale,2023-08-10,Ahluwalia Heights,Shanti Nagar,Mira Bhayandar,401107.0,Bungalow,5.0,7,3446,Built-up,0,2,Fully Furnished,South,0,9,embrace killer content,35500000.0,,,0.0,0,2.0,Upadhriti Thakur,915590428113.0,10301.799187463726,,shanti nagar,
SALE-BUNG-154,Available,Sale,2024-07-22,Ramaswamy Enclave,Shivar Garden,Mira Bhayandar,401107.0,Bungalow,5.0,6,2778,Carpet,0,2,Fully Furnished,North-East,2,2,cultivate dot-com info-mediaries,29100000.0,,,0.0,1,2.0,Jagvi Hans,7837588982.0,10475.161987041036,,shivar garden,
SALE-SHOP-155,Available,Sale,2025-05-30,Dubey Plaza,Shanti Nagar,Mira Bhayandar,401105.0,Shop,,1,279,Carpet,19,2,Unfurnished,East,1,5,architect killer architectures,13700000.0,,,0.0,1,1.0,Ishaan Sarin,6983431277.0,49103.94265232975,,shanti nagar,
RENT-APAR-156,Available,Rent,2025-05-01,Shankar Complex,Naya Nagar,Mira Bhayandar,401107.0,Apartment,3.0,4,1340,Built-up,2,8,Semi-Furnished,North,2,23,incubate ubiquitous communities,,62000.0,310000.0,4075.0,1,2.0,Nakul Mander,5908577546.0,,46.26865671641791,naya nagar,
SALE-BUNG-157,Available,Sale,2023-12-23,Palan Plaza,Kanakia,Mira Bhayandar,401107.0,Bungalow,3.0,4,2553,Carpet,0,2,Semi-Furnished,South,2,7,grow compelling metrics,40100000.0,,,0.0,1,1.0,Madhavi Rana,2057185803.0,15707.011359185271,,kanakia,
SALE-BUNG-158,Available,Sale,2024-09-22,Kuruvilla Residency,Kanakia,Mira Bhayandar,401107.0,Bungalow,5.0,7,3204,Built-up,0,2,Unfurnished,East,0,23,synthesize impactful metrics,36600000.0,,,0.0,1,2.0,Guneet Mital,918806088689.0,11423.22097378277,,kanakia,
SALE-SHOP-159,Available,Sale,2024-04-14,Pall Enclave,Bhayandar West,Mira Bhayandar,401101.0,Shop,,1,1961,Carpet,23,2,Unfurnished,North-East,0,23,streamline wireless mindshare,13900000.0,,,0.0,0,1.0,Dev Peri,4496753505.0,7088.220295767465,,bhayandar west,
RENT-APAR-160,Available,Rent,2025-01-12,Mani Enclave,Mira Road East,Mira Bhayandar,401105.0,Apartment,3.0,3,1545,Built-up,24,6,Unfurnished,West,1,1,utilize granular relationships,,60000.0,180000.0,5801.0,1,1.0,Kalpit Sehgal,1407036466.0,,38.83495145631068,mira road east,
SALE-OFFI-161,Available,Sale,2023-12-01,Patel Gardens,Golden Nest,Mira Bhayandar,401101.0,Office Space,,1,1768,Carpet,20,2,Fully Furnished,South-West,0,17,deploy 24/7 bandwidth,29700000.0,,,0.0,1,2.0,Anirudh Bhandari,911608286607.0,16798.64253393665,,golden nest,
RENT-APAR-162,Available,Rent,2024-06-03,Pingle Heights,Naya Nagar,Mira Bhayandar,401107.0,Apartment,2.0,2,652,Carpet,10,21,Fully Furnished,West,2,10,extend plug-and-play info-mediaries,,33000.0,132000.0,2566.0,0,2.0,Indrajit Chokshi,6301623174.0,,50.61349693251534,naya nagar,
SALE-BUNG-163,Available,Sale,2025-06-27,Subramaniam Complex,Shivar Garden,Mira Bhayandar,401107.0,Bungalow,4.0,6,2893,Built-up,0,2,Fully Furnished,North,1,22,innovate frictionless experiences,45800000.0,,,0.0,0,1.0,Isaac Tailor,950848573.0,15831.316972001385,,shivar garden,
RENT-SHOP-164,Available,Rent,2025-06-27,Saxena Residency,Jesal Park,Mira Bhayandar,401107.0,Shop,,0,1840,Built-up,0,2,Unfurnished,North-East,0,11,optimize compelling methodologies,,84000.0,336000.0,0.0,0,2.0,Wahab Mishra,287299954.0,,45.65217391304348,jesal park,
RENT-OFFI-165,Available,Rent,2024-12-03,Prabhakar Greens,Jesal Park,Mira Bhayandar,401101.0,Office Space,,0,771,Carpet,8,2,Fully Furnished,West,2,19,seize bricks-and-clicks experiences,,71000.0,284000.0,0.0,0,1.0,Maanav Gokhale,5187987541.0,,92.0881971465629,jesal park,
SALE-SHOP-166,Available,Sale,2024-06-01,Bhalla Heights,Bhayandar West,Mira Bhayandar,401101.0,Shop,,1,584,Built-up,4,2,Unfurnished,South-West,1,7,embrace magnetic platforms,34800000.0,,,0.0,1,1.0,Vedhika Comar,915286279602.0,59589.04109589041,,bhayandar west,
SALE-APAR-167,Available,Sale,2024-04-26,Ravel Enclave,Shanti Nagar,Mira Bhayandar,401101.0,Apartment,4.0,4,1974,Built-up,21,25,Fully Furnished,South-West,2,20,e-enable front-end interfaces,28200000.0,,,8661.0,0,1.0,Zarna Naik,917923826652.0,14285.714285714286,,shanti nagar,
SALE-APAR-168,Available,Sale,2024-04-05,Misra Complex,Shanti Nagar,Mira Bhayandar,401107.0,Apartment,2.0,2,707,Built-up,6,26,Unfurnished,South,1,9,expedite back-end technologies,13700000.0,,,2345.0,0,2.0,Jagdish Toor,918118433538.0,19377.652050919376,,shanti nagar,
SALE-BUNG-169,Available,Sale,2025-01-05,Rajan Plaza,Bhayandar West,Mira Bhayandar,401105.0,Bungalow,4.0,5,2769,Carpet,0,2,Semi-Furnished,North-East,0,2,empower end-to-end vortals,28500000.0,,,0.0,1,2.0,Abhimanyu Dhingra,910547241055.0,10292.52437703142,,bhayandar west,
SALE-SHOP-170,Available,Sale,2025-03-11,Ahuja Towers,Mira Road East,Mira Bhayandar,401107.0,Shop,,1,2025,Carpet,10,2,Unfurnished,South-West,2,3,whiteboard 24/7 methodologies,25600000.0,,,0.0,1,2.0,Bhavna Atwal,913211563579.0,12641.975308641977,,mira road east,
SALE-BUNG-171,Available,Sale,2024-12-06,Nayar Complex,Shanti Nagar,Mira Bhayandar,401105.0,Bungalow,3.0,4,3471,Carpet,0,2,Fully Furnished,West,0,23,visualize 24/365 channels,35500000.0,,,0.0,1,1.0,Gaurav Zacharia,722774578.0,10227.600115240564,,shanti nagar,
SALE-SHOP-172,Available,Sale,2025-07-13,Bhargava Apartments,Jesal Park,Mira Bhayandar,401105.0,Shop,,1,782,Carpet,23,2,Unfurnished,North,0,15,cultivate rich models,39300000.0,,,0.0,1,1.0,Bhanumati Dash,916114122321.0,50255.754475703325,,jesal park,
RENT-OFFI-173,Available,Rent,2024-11-01,Varma Gardens,Bhayandar West,Mira Bhayandar,401107.0,Office Space,,0,605,Carpet,19,2,Fully Furnished,West,2,2,synthesize end-to-end web-readiness,,64000.0,320000.0,0.0,1,2.0,Zashil Mani,917154254742.0,,105.78512396694217,bhayandar west,
RENT-APAR-174,Available,Rent,2024-02-09,Sen Apartments,Naya Nagar,Mira Bhayandar,401105.0,Apartment,1.0,1,527,Carpet,17,17,Semi-Furnished,North,0,13,envisioneer next-generation web-readiness,,15000.0,60000.0,1577.0,1,1.0,Vedant Saxena,7383261101.0,,28.462998102466795,naya nagar,
SALE-SHOP-175,Available,Sale,2024-08-10,Bera Plaza,Bhayandar West,Mira Bhayandar,401105.0,Shop,,1,2062,Built-up,24,2,Unfurnished,South-West,2,18,strategize efficient schemas,39200000.0,,,0.0,1,1.0,Niharika Rana,2381800371.0,19010.66925315228,,bhayandar west,
RENT-OFFI-176,Available,Rent,2024-07-20,Sankaran Towers,Shanti Nagar,Mira Bhayandar,401101.0,Office Space,,1,1797,Built-up,4,2,Semi-Furnished,West,0,1,grow one-to-one deliverables,,182000.0,364000.0,0.0,1,1.0,Chanakya Nagy,7821633318.0,,101.27991096271565,shanti nagar,
SALE-BUNG-177,Available,Sale,2023-10-30,Grover Complex,Bhayandar East,Mira Bhayandar,401105.0,Bungalow,4.0,6,2044,Built-up,0,2,Semi-Furnished,North-East,2,21,exploit mission-critical networks,49400000.0,,,0.0,1,2.0,Samuel Halder,2562693721.0,24168.297455968688,,bhayandar east,
SALE-APAR-178,Available,Sale,2024-04-22,Ravel Towers,Naya Nagar,Mira Bhayandar,401105.0,Apartment,4.0,5,1648,Built-up,23,28,Semi-Furnished,East,1,3,implement extensible action-items,29800000.0,,,6708.0,1,2.0,Dipta Magar,5557090751.0,18082.52427184466,,naya nagar,
SALE-SHOP-179,Available,Sale,2023-12-15,Nigam Plaza,Kanakia,Mira Bhayandar,401101.0,Shop,,1,2451,Carpet,8,2,Unfurnished,North-East,0,5,iterate mission-critical web-readiness,9200000.0,,,0.0,0,1.0,Dev Lall,914780017388.0,3753.569971440229,,kanakia,
SALE-APAR-180,Available,Sale,2024-11-06,Hegde Plaza,Mira Road East,Mira Bhayandar,401107.0,Apartment,1.0,2,541,Carpet,9,25,Semi-Furnished,South,2,2,facilitate frictionless interfaces,5600000.0,,,1862.0,1,1.0,Tanvi Vasa,915182519547.0,10351.201478743067,,mira road east,
SALE-OFFI-181,Available,Sale,2024-08-18,Doctor Gardens,Beverly Park,Mira Bhayandar,401107.0,Office Space,,1,1382,Carpet,10,2,Unfurnished,West,0,6,integrate e-business users,27300000.0,,,0.0,1,2.0,Nicholas Chacko,917267955558.0,19753.97973950796,,beverly park,
RENT-OFFI-182,Available,Rent,2023-08-16,Gokhale Plaza,Bhayandar East,Mira Bhayandar,401107.0,Office Space,,1,521,Built-up,2,2,Fully Furnished,North,2,7,re-contextualize wireless content,,141000.0,423000.0,0.0,1,1.0,Gavin Nagi,8126616514.0,,270.63339731285987,bhayandar east,
SALE-OFFI-183,Available,Sale,2025-04-28,Mane Residency,Bhayandar East,Mira Bhayandar,401107.0,Office Space,,1,2206,Carpet,12,2,Unfurnished,North,1,12,engage transparent users,23300000.0,,,0.0,0,1.0,Anay Padmanabhan,914329015687.0,10562.10335448776,,bhayandar east,
RENT-SHOP-184,Available,Rent,2025-04-14,Badal Enclave,Beverly Park,Mira Bhayandar,401105.0,Shop,,1,934,Carpet,12,2,Unfurnished,North-East,1,6,synergize revolutionary relationships,,198000.0,792000.0,0.0,1,2.0,Omya Palla,674532309.0,,211.99143468950749,beverly park,
SALE-APAR-185,Available,Sale,2024-09-23,Doctor Apartments,Golden Nest,Mira Bhayandar,401101.0,Apartment,2.0,2,844,Built-up,5,15,Unfurnished,South-West,1,1,enable bleeding-edge applications,9000000.0,,,2122.0,0,2.0,Wakeeta Munshi,917997458540.0,10663.50710900474,,golden nest,
SALE-APAR-186,Available,Sale,2023-09-18,Mistry Heights,Naya Nagar,Mira Bhayandar,401105.0,Apartment,3.0,3,1165,Carpet,25,10,Semi-Furnished,East,0,15,strategize strategic convergence,29400000.0,,,4313.0,0,1.0,Ganga Keer,912738092431.0,25236.05150214592,,naya nagar,
RENT-APAR-187,Available,Rent,2025-06-13,Rastogi Residency,Bhayandar West,Mira Bhayandar,401101.0,Apartment,2.0,3,750,Built-up,1,11,Semi-Furnished,South,0,4,transform scalable initiatives,,37000.0,148000.0,2610.0,0,1.0,Tejas Din,2146872065.0,,49.333333333333336,bhayandar west,
SALE-BUNG-188,Available,Sale,2024-08-24,Krishnan Towers,Bhayandar East,Mira Bhayandar,401107.0,Bungalow,3.0,5,2729,Built-up,0,2,Fully Furnished,South-West,0,7,extend web-enabled bandwidth,29900000.0,,,0.0,0,2.0,Viraj Buch,911699969.0,10956.394283620371,,bhayandar east,
